,type,question,ca1,ca2,ca3,ca4,answer,query,input,output,new_output
1872,o,Sam is excited to meet everyone except brian. Sam,likes to make pasta,loves his car,does not like brian,is fond of brian,2,"Choose the correct answer below:
Sam is excited to meet everyone except brian. Sam
1) likes to make pasta
2) loves his car
3) does not like brian
4) is fond of brian","Choose the correct answer below:
Sam is excited to meet everyone except brian. Sam
1) likes to make pasta
2) loves his car
3) does not like brian
4) is fond of brian","3. does not like brian
",3
1873,o,Bob is very good at everything except multitasking. He,is the best person I know.,is very smart.,can not do two things at once.,can easily do two things at once.,2,"Choose the correct answer below:
Bob is very good at everything except multitasking. He
1) is the best person I know.
2) is very smart.
3) can not do two things at once.
4) can easily do two things at once.","Choose the correct answer below:
Bob is very good at everything except multitasking. He
1) is the best person I know.
2) is very smart.
3) can not do two things at once.
4) can easily do two things at once.","3. can not do two things at once.
",3
1874,o,"After no one showed up to his birthday party, Joshua",called the police.,had leftover food.,became a criminal.,cut off his own arm.,1,"Choose the correct answer below:
After no one showed up to his birthday party, Joshua
1) called the police.
2) had leftover food.
3) became a criminal.
4) cut off his own arm.","Choose the correct answer below:
After no one showed up to his birthday party, Joshua
1) called the police.
2) had leftover food.
3) became a criminal.
4) cut off his own arm.","2. had leftover food.
",2
1875,o,I walked into a store to buy some sports equipment. I,got attacked by some flying bats.,saw a giant bat fly around and cause a giant racket.,saw Dracula in the corner of the room.,needed some golf gloves.,3,"Choose the correct answer below:
I walked into a store to buy some sports equipment. I
1) got attacked by some flying bats.
2) saw a giant bat fly around and cause a giant racket.
3) saw Dracula in the corner of the room.
4) needed some golf gloves.","Choose the correct answer below:
I walked into a store to buy some sports equipment. I
1) got attacked by some flying bats.
2) saw a giant bat fly around and cause a giant racket.
3) saw Dracula in the corner of the room.
4) needed some golf gloves.","4. needed some golf gloves.
",4
1876,o,A shadow moved in the closet in a child's bedroom. The boy,hid under his blanket and quivered in fear.,took off his own shadow with his hands.,shook the shadow's hand.,did a cartwheel in the air.,0,"Choose the correct answer below:
A shadow moved in the closet in a child's bedroom. The boy
1) hid under his blanket and quivered in fear.
2) took off his own shadow with his hands.
3) shook the shadow's hand.
4) did a cartwheel in the air.","Choose the correct answer below:
A shadow moved in the closet in a child's bedroom. The boy
1) hid under his blanket and quivered in fear.
2) took off his own shadow with his hands.
3) shook the shadow's hand.
4) did a cartwheel in the air.","1. hid under his blanket and quivered in fear.
",1
1877,o,I needed to buy a jacket. I,checked out nearby outlets for something stylish.,asked my friend if I could eat his jacket.,wore six jackets to convince people to buy me more.,went into the mall and attacked people.,0,"Choose the correct answer below:
I needed to buy a jacket. I
1) checked out nearby outlets for something stylish.
2) asked my friend if I could eat his jacket.
3) wore six jackets to convince people to buy me more.
4) went into the mall and attacked people.","Choose the correct answer below:
I needed to buy a jacket. I
1) checked out nearby outlets for something stylish.
2) asked my friend if I could eat his jacket.
3) wore six jackets to convince people to buy me more.
4) went into the mall and attacked people.","1. checked out nearby outlets for something stylish.
",1
1878,o,"Sharing is caring, Alex shares food with the poor because",he is poor.,he hates the poor.,he does not care for the poor.,he like helping.,3,"Choose the correct answer below:
Sharing is caring, Alex shares food with the poor because
1) he is poor.
2) he hates the poor.
3) he does not care for the poor.
4) he like helping.","Choose the correct answer below:
Sharing is caring, Alex shares food with the poor because
1) he is poor.
2) he hates the poor.
3) he does not care for the poor.
4) he like helping.","4. he like helping.
",4
1879,o,"My cat hates other cats, but she is lonely, so I brought her",a toy that she enjoys to play,another cat that she hates,another dog that replace her position in the family,a Netflix account,0,"Choose the correct answer below:
My cat hates other cats, but she is lonely, so I brought her
1) a toy that she enjoys to play
2) another cat that she hates
3) another dog that replace her position in the family
4) a Netflix account","Choose the correct answer below:
My cat hates other cats, but she is lonely, so I brought her
1) a toy that she enjoys to play
2) another cat that she hates
3) another dog that replace her position in the family
4) a Netflix account","1. a toy that she enjoys to play
",1
1880,o,My cat is not dead. The cat,is in hell,is napping,is in heaven,flew,1,"Choose the correct answer below:
My cat is not dead. The cat
1) is in hell
2) is napping
3) is in heaven
4) flew","Choose the correct answer below:
My cat is not dead. The cat
1) is in hell
2) is napping
3) is in heaven
4) flew","2. is napping
",2
1881,o,Question: A human doesn't know he doesn't know his homeland. He,thinks he knows the history of his homeland.,knows the problem of his home.,thinks he doesn't know the history of his homeland.,knows the idea of increasing his land.,0,"Choose the correct answer below:
Question: A human doesn't know he doesn't know his homeland. He
1) thinks he knows the history of his homeland.
2) knows the problem of his home.
3) thinks he doesn't know the history of his homeland.
4) knows the idea of increasing his land.","Choose the correct answer below:
Question: A human doesn't know he doesn't know his homeland. He
1) thinks he knows the history of his homeland.
2) knows the problem of his home.
3) thinks he doesn't know the history of his homeland.
4) knows the idea of increasing his land.","3. thinks he doesn't know the history of his homeland.
",3
1882,o,I needed a drink after this tough week at school. My friends and I,went for a swim and chugged some swimming pool water.,went fishing.,went out at night to kick back and relax.,visited a lake and filled up our water bottles with water.,2,"Choose the correct answer below:
I needed a drink after this tough week at school. My friends and I
1) went for a swim and chugged some swimming pool water.
2) went fishing.
3) went out at night to kick back and relax.
4) visited a lake and filled up our water bottles with water.","Choose the correct answer below:
I needed a drink after this tough week at school. My friends and I
1) went for a swim and chugged some swimming pool water.
2) went fishing.
3) went out at night to kick back and relax.
4) visited a lake and filled up our water bottles with water.","3. went out at night to kick back and relax.
",3
1883,o,"During the football game, the mascot dances",as he curls up near the fire.,in a salsa.,while curing cheese.,amongst the seats.,3,"Choose the correct answer below:
During the football game, the mascot dances
1) as he curls up near the fire.
2) in a salsa.
3) while curing cheese.
4) amongst the seats.","Choose the correct answer below:
During the football game, the mascot dances
1) as he curls up near the fire.
2) in a salsa.
3) while curing cheese.
4) amongst the seats.","During the football game, the mascot dances amongst the seats.

",D
